electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment
21.3,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL13,-3.49109979162216,53.11702658616374,Clwyd,,"Nantglyn, Denbighshire",Wales,Wales,2005-01-06,,,0.85,25.0,Tir Mostyn And Foel Goch Wind Farm,4689.0,Munich Re (previously Windjen Power Ltd),
13.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.44335412059234,58.29993841538576,Highland,,HoustryDunbeathCaithness,Scotland,Scotland,2005-01-08,,,0.85,15.0,Boulfruich,3126.0,Private Developer,
14.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.11491349718674,52.60296201916915,Cambridgeshire,,Coldham HallNr the Coldham EstateCambridgeshire,Eastern,England,2005-01-08,,,1.75,8.0,Coldham Hall,3479.0,Co-op,
92.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.10301260233705,57.33392139934416,Highland,,TomatinInverness,Scotland,Scotland,2005-01-10,,,2.3,40.0,Farr Wind Farm,4676.0,Innogy (formerly RWE npower),
2.0,Renewable energy,Wind,,Onshore,BEIS,UKJ,UKJ1,UKJ11,-0.98552644399498,51.4189974557453,Berkshire,,"Plot 12, South Oak Way, Green Park, Reading, Berkshire",South East,England,2005-01-10,,,2.0,1.0,Green Park,3210.0,Ecotricity / Prudential,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC23,-1.48075970978931,54.91388630142244,Tyne and Wear,,"Nissan plant, Sunderland",North East,England,2005-01-11,,,0.66,6.0,Nissan Wind Farm,2944.0,Nissan Manufacturing UK,
16.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.09508795411715,52.59724528711532,Cambridgeshire,,"Cws Coldham Estate, March, Cambridgeshire",Eastern,England,2005-01-11,,,2.0,8.0,Coldham,3607.0,Wind Prospect / TXU,
22.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-8.09302663746398,54.41777472027798,Co. Fermanagh,,"Garrison, near borders",Northern Ireland,Northern Ireland,2005-01-12,,,1.75,13.0,Callagheen,4673.0,B9 / Renewable Energy Systems (RES),
16.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,-0.10880283058103,52.51856127819694,Cambridgeshire,,Glass MoorNear PondersbridgeCambridgeshire,Eastern,England,2005-01-12,,,2.0,8.0,Glass Moor,3132.0,Fenland Windfarms Ltd,
29.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.32899551579449,57.80527572430042,Highland,,"Beinn Tharsuinn,Nr Easter Andross, Easter Ross, Northern Highlands",Scotland,Scotland,2005-01-12,,,1.75,17.0,Beinn Tharsuinn Windfarm Project,4669.0,CRE Energy/ Scottish Power,
32.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.62866519562742,51.68295589168437,West Glamorgan,,Near Glyncorrwg,Wales,Wales,2005-01-12,,,2.0,16.0,Ffynnon Oer Wind Farm,4677.0,RWE npower,
14.5,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL24,-3.42847658917593,52.5783857029312,Powys,,"Mynydd Clogau, Mynydd Bwrch-y-gors and Mynydd Cerrigllwydion, near Adfa, Newtown, Powys",Wales,Wales,2005-01-12,,,0.85,17.0,Mynydd Clogau Wind Farm,4684.0,Renewable Energy Systems (RES),
58.5,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-3.75069116872568,52.40502754025908,Dyfed,,"Canolbarth Forest,  Devils Bridge  Ceredigion",Wales,Wales,2005-01-25,,,1.5,39.0,Cefn Croes Wind Farm,2563.0,"Renewable Development Company Ltd, KENTECH Ltd",
19.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.77458059137005,54.97041218573033,Dumfries and Galloway,,Artfield FellNear New LuceNX230670,Scotland,Scotland,2005-06-23,,,1.3,15.0,Artfield Fell,4518.0,Scottish and Southern Energy (SSE),
26.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.63607463465723,57.42534627005138,Grampian,,"Bognie Estate, Upper Milburn, Aberdeenshire",Scotland,Scotland,2005-07-22,,,1.3,20.0,Glens of Foudland,3311.0,Green Investment Bank  (Blackrock),
16.7,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.63896407694376,57.66533075877045,Grampian,,"Boyndie Airfield, Banff",Scotland,Scotland,2006-01-02,,,2.0,8.0,Boyndie Airfield,4671.0,RDC Scotland Ltd/ Falck Renewables,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM93,-4.78948141559207,55.72248456999774,Strathclyde,,DalryAyrshire,Scotland,Scotland,2006-01-03,,,3.0,6.0,Wardlaw Wood,4691.0,Wind Prospect / Community Windpower,
20.0,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF2,UKF25,-0.64308194385562,52.36076152475803,Northamptonshire,IP2 8SJ,"Felaw Maltings, Felaw Street, Ipswich",East Midlands,England,2006-01-04,,,2.0,10.0,Burton Wold Windfarm,4672.0,Gravis Capital Management,
65.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-3.47620731486961,57.44615318521249,Grampian,,"Paul's Hill, Bowlingalloch, Moray, (area is also known as Ballindalloch)(14km west of Charlestown, 13km north of Granthon on Spey)",Scotland,Scotland,2006-01-04,,,2.3,28.0,Paul's Hill and Extension,4687.0,Fred Olsen Renewables,
16.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD4,UKD44,-2.65401625099829,54.06982047997451,Lancashire,,"Littledale,CatonLancashire",North West,England,2006-01-06,,,2.0,8.0,Caton Moor Windfarm Repowering,3171.0,Hainsford Energy,
1.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-5.06093314747679,51.72629727118919,Dyfed,,"Lodge Farm, Hubberston, Milford Haven",Wales,Wales,2006-01-08,,,1.0,1.0,Lodge Farm 1,3272.0,Private Developer,
10.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.6052129210177,54.63429454117852,Co. Tyrone,,Lough HillEast of DrumquinCounty Tyrone,Northern Ireland,Northern Ireland,2006-01-08,,,1.75,6.0,Lough Hill,4680.0,B9 / Renewable Energy Systems (RES),
16.4,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,-0.22568354793132,52.73259186015178,Lincolnshire,,"Vine House Farm Worths Farm and Porters Farm, Deeping St Nicholas",East Midlands,England,2006-01-08,,,2.0,8.0,Deeping St Nicholas Wind Farm,3609.0,Wind Prospect Developments,
72.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-4.05893751096892,56.26982939352931,Stirling,,"Stirling,  2 km to the north of Braes of Doune",Scotland,Scotland,2006-01-09,,,2.0,36.0,Braes O'Doune,3119.0,Greencoat UK Wind,
14.4,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH17,0.73205194864608,52.62922104566882,Norfolk,,near HempnallSouth Norfolk,Eastern,England,2006-01-10,,,1.8,8.0,North Pickenham,4686.0,Foresight Group,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.54012931089853,54.67115041808579,Cumbria,,"Eastman Chemical Workington Ltd, Siddick, Workington, Cumbria, CA14 1LG",North West,England,2006-01-10,,,2.0,2.0,"Eastman Chemicals, Workington",2935.0,,
4.6,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,0.23842538904401,53.32128343647233,Lincolnshire,,"Mile Lane, Mablethorpe, Lincolnshire",East Midlands,England,2006-01-11,,,0.76,6.0,Bambers II,2715.0,,
5.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM65,-3.14921629315873,59.11755277457849,Orkney Islands,,"Evie, Orkney",Scotland,Scotland,2006-01-12,,,2.5,2.0,Burgar Hill,3307.0,Orkney Sustainable Energy,
3.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM64,-6.43832369855089,58.1766381962393,Western Isles,,"Nr Stornaway, Isle of Lewis",Scotland,Scotland,2006-01-12,,,1.3,3.0,Arnish Moor,3306.0,Arnish Electric Ltd / Farm Energy,
24.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,-0.02924296499763,52.43053254717032,Cambridgeshire,,Land Adjacent to Broadpool FarmHigh Fen Straight DroveWarboysHuntingdon,Eastern,England,2006-01-12,,,2.0,12.0,Red Tile,3608.0,Wind Prospect Developments,
2.6,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.33753461230273,54.84032741698765,Durham,,High Sharpley and South Sharpley FarmsNear SeahamCounty Durham,North East,England,2006-01-12,,,1.3,2.0,High Sharpley Wind Farm,3092.0,REG Windpower (previously Cornwall Light & Power),
4.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM71,-2.89382759932393,56.48363348780396,Tayside,,"Baldovie Road, DundeeDundee",Scotland,Scotland,2006-05-20,,,2.0,2.0,Michelin Tyre Co Ltd - Dundee,4681.0,Ecotricity,
120.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM94,-4.73190658424576,55.2568232665045,Strathclyde,,"Hadyard Hill, East of Girvan, South Ayrshire",Scotland,Scotland,2006-08-05,,,2.3,52.0,Hadyard Hill,3109.0,Scottish and Southern Energy (SSE),
12.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.69151179833176,57.45110448923671,Grampian,,East DummuieHuntly,Scotland,Scotland,2007-01-01,,,1.75,7.0,Dummuie,3200.0,Tetro Energy Ltd (ECO2),
9.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.60536576383446,54.64136221926664,Co. Tyrone,,"Lough HillCastle Craig, CurraghmacallDrummahon,",Northern Ireland,Northern Ireland,2007-01-02,,,1.5,6.0,Bin Mountain,3113.0,Greencoat UK Wind,
37.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-4.09551403658025,56.07080669216217,Stirling,,"Hart Hill, Fintry, Stirling",Scotland,Scotland,2007-01-02,,,2.5,14.0,Earlsburn,3201.0,Falck Renewables,
4.5,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD4,UKD46,-2.30341961358588,53.7731537462706,Lancashire,,"Billington Road, Burnley, BB11 5QQ",North West,England,2007-01-02,,,1.5,3.0,New Barn Farm,4685.0,Private Developer,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.03732145884447,52.51058788937824,Cambridgeshire,,"Land North East Of Ransonmoor FarmBenwick RoadDoddingtonMarchCambridgeshire, PE15 0TY",Eastern,England,2007-01-05,,,2.0,2.0,Ranson Moor Wind Farm (Phase 2),2953.0,EcoGen Projects / Fenpower,
6.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.03137535147761,52.51266822998884,Cambridgeshire,,"Land North of ransonmoor Farm Benwick RoadDoddingtonCambs, Cambridgeshire, PE15 0TY",Eastern,England,2007-01-05,,,2.0,3.0,Ranson Moor (phase 1),2952.0,Fenpower Limited,
18.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.04523555034371,55.22305358924802,Dumfries and Galloway,,MoniaiveDumfries,Scotland,Scotland,2007-01-05,,,1.3,14.0,Wether Hill,4519.0,Scottish Power/CRE Energy,
5.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.68813585215401,58.6023599683306,Highland,KW14 7YB,"Ex Navy Base Forss, Dounreay Thurso Caithness",Scotland,Scotland,2007-01-07,,,1.3,4.0,Forss Wind Farm (Extension),4679.0,Renewable Energy Systems (RES),
20.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.08860716918679,54.68629352257374,Co. Tyrone,,"Land approx 75m South of 141 Greencastle Road, Omagh",Northern Ireland,Northern Ireland,2007-01-07,,,2.5,8.0,Land approx 75m South of 141,3251.0,Private Developer,
11.7,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.99955461451947,54.97018859388478,Co. Derry / Londonderry,,"Altahullion Wind Farm,Dungiven,Co. Londonderry",Northern Ireland,Northern Ireland,2007-01-09,,,1.3,9.0,Altahullion Phase II,3244.0,B9 Energy / RES,
23.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-6.45834126255276,57.42980838687878,Highland,,Ben AketilFeorligDunvegan,Scotland,Scotland,2007-01-09,,,2.3,10.0,Ben Aketil,3135.0,RDC Scotland (Renewable Development Co.),
10.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-3.06899246573068,55.16411825000381,Dumfries and Galloway,,Westerkirk,Scotland,Scotland,2007-01-10,,,2.5,4.0,Craig Wind Farm,4524.0,Craig Wind Farm Co,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.12329137851664,52.56976867126139,Cambridgeshire,,MarchCambridgeshire,Eastern,England,2007-01-10,,,2.0,9.0,Stags Holt,3129.0,Powergen / Wind Prospects,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM8,UKM84,-3.9032162650896,55.91199402192854,Strathclyde,ML6 7TT,"Greendykeside Farm, Longriggend, Airdrie, Lanarkshire",Scotland,Scotland,2007-01-11,,,2.0,2.0,Greendykeside,3236.0,A7 Energy,
1.3,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.23648635605709,53.74438948428574,Humberside,,"Hull Waste Water Treatment Works, Hull Road, Saltend, Hull, HU12",Yorkshire and Humber,England,2007-01-11,,,1.3,1.0,Saltend Wind Turbine,2942.0,Yorkshire Water,
8.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN15,-6.08061037579708,54.8042963546979,Co. Antrim,,"Wolf Bog, Tildarg, nr Ballyclare, Co. Antrim",Northern Ireland,Northern Ireland,2007-01-11,,,1.75,5.0,Wolf Bog Wind Farm,3242.0,B9 Energy / RES,
1.7,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK3,UKK30,-5.13164591629521,50.17727822535005,Cornwall,,"Roskrow Barton Farm, Roskrow, Penryn, Cornwall, TR10 9AP",South West,England,2007-01-12,,,0.85,2.0,Roskrow Wind Turbines,3233.0,REG Windpower (previously Cornwall Light and Power),
28.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.43224374570782,55.79922835717805,Borders,,LongformacusDunsBerwickshire,Scotland,Scotland,2007-02-14,,,1.3,22.0,Black Hill (Borders),3574.0,Renewable Energy Systems (RES),
3.9,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.19119837969794,54.7895364231603,Cumbria,,High Pow FarmBoltons Low HousesNr. WigtonCumbria,North West,England,2007-03-15,,,1.3,3.0,High Pow Farm (Resubmission),4029.0,REG Windpower (previously Cornwall Light and Power),
10.4,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.27464494028763,54.72308129254548,Cumbria,,Wharrels HillBothelCumbria,North West,England,2007-07-08,,,1.3,8.0,Wharrels Hill Wind Farm,2618.0,Wharrels Hill Windfarm Ltd/ National Windpower,
2.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.39328068314315,57.37610680003466,Grampian,,"Hill of Easterton, 1km North Of Mackies Ice Cream Dairy, Westertown, Rothienorman, Inverurie, AB51 8US",Scotland,Scotland,2007-07-31,,,1.0,2.0,Hill of Easterton Extension,4056.0,Mackies,
6.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK1,UKK11,-2.70272745122852,51.51663371366132,Avon,,Avonmouth Port,South West,England,2007-08-20,,,2.0,3.0,Avonmouth Port,3194.0,Bristol Port Authority,
3.9,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL12,-3.95758387641053,52.59509398122387,Gwynedd,,"Braich Ddu, Glanrafon Y Bala, Gwynedd",Wales,Wales,2007-08-31,,,1.3,3.0,Braich Ddu,4022.0,REG Windpower (previously Cornwall Light and Power),
322.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM8,UKM83,-4.27906064966285,55.68120708135579,Strathclyde,,"Eaglesham Moor, Whitelee Forest,  Fenwick Moor, East Kilbride, South of Glasgow",Scotland,Scotland,2007-12-14,,,2.3,140.0,Whitelee,3489.0,CRE Energy/ Scottish Power,
2.6,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,0.24110548528579,53.14301832761313,Lincolnshire,,The HolliesHigh Lane CroftSkegnesspe24 4sh,East Midlands,England,2008-01-01,,,1.3,2.0,The Hollies,3186.0,National Wind Power,
6.5,Renewable energy,Wind,,Onshore,BEIS,UKJ,UKJ1,UKJ14,-1.6660634186362,51.61577719840589,Oxfordshire,SN6 8TH,"Westmill Farm, Highworth Road, Watchfield, Swindon, Oxon",South East,England,2008-01-01,,,1.3,5.0,Westmill Wind Farm,3264.0,Private Developer,
3.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.24983334650413,58.44883561790734,Highland,,"Flex Hill, Flex Hill Wind Cluster, Bilbster, Caithness",Scotland,Scotland,2008-01-02,,,1.3,3.0,Bilbster Wind Farm,3207.0,Private Developer,
1.3,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.93765378325803,53.75678940411312,Humberside,,"Loftsome Bridge Water Treatment Works, Water Treatment Works Acc Rd, Barmby On The Marsh, East Riding Of Yorkshire, DN14 6ET",Yorkshire and Humber,England,2008-01-02,,,1.0,2.0,Loftsome Bridge,2943.0,Yorkshire Water,
36.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-3.35285665013249,55.12207065109589,Dumfries and Galloway,,8km NE of LockerbieDumfries and Galloway,Scotland,Scotland,2008-01-03,,,2.3,16.0,Minsca,4517.0,Airtricity,
2.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC23,-1.48075970978931,54.91388630142244,Tyne and Wear,,"Nissan Motors Plant, Sunderland, Tyne and Wear",North East,England,2008-01-04,,,0.6,3.0,Nissan Motors Plant Extn,3964.0,TNEI Services Ltd,
65.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD4,UKD46,-2.26785857836583,53.66897657620743,Lancashire,,"Land at Scout Moor, off Edenfield Road, Rochdale",North West,England,2008-01-06,,,2.5,26.0,Scout Moor Windfarm,3177.0,Munich Re (previously Peel),
5.1,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.33408638820528,54.8065527774361,Co. Tyrone,,"Land near Craignagapple 10km South East of Strabane, County Tyrone",Northern Ireland,Northern Ireland,2008-01-08,,,0.85,6.0,Owenreagh Extension,2927.0,EF Energy,
11.7,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL13,-3.72497570948269,53.13634172278363,Gwynedd,,"Moel Maelogen, Nr Llanrwst, Conwy, Gwynedd",Wales,Wales,2008-01-10,,,1.3,8.0,Moel Maelogen A Phase 2,3172.0,John Laing Environmental Assets Group,
3.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-1.00720789514811,53.68233174053344,Humberside,,Croda International PlcCowick HallSnaithGooleEast YorkshireDN14 9AA,Yorkshire and Humber,England,2008-01-10,,,3.0,1.0,Croda Chemicals Europe,2932.0,Croda Chemicals,
26.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.9203184956299,55.56660410603245,Strathclyde,,Extension to current Windfarm at Hagshaw Hill,Scotland,Scotland,2008-01-10,,,1.3,20.0,Hagshaw Hill Wind Farm Extension,3220.0,Scottish Power Renewables,
48.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM73,-2.49006634405071,55.91720922513684,Lothian,,AikengallNr InnerwickDunbarEast LothianEH42 1SG,Scotland,Scotland,2008-01-11,,,3.0,16.0,Aikengall,4526.0,Community Wind Power,
6.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM93,-4.80614130431889,55.64389987084064,Strathclyde,,Near ArdrossanNorth Ayreshire,Scotland,Scotland,2008-01-11,,,2.0,3.0,Ardrossan Extension,4668.0,Airtricity,
10.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.89117080774869,57.15020061047571,Highland,,Millennium Windfarmon The Achlain and Invergarry amd Aberchalder EstatesGlengarry InvergarryInverness-Shire,Scotland,Scotland,2008-01-12,,,2.5,4.0,Millennium Extension,3598.0,West Coast Energy /Falck Renewables,
15.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-4.94288992355699,56.2880931027423,Strathclyde,,North of the head of Loch Fyne Ardkinlas,Scotland,Scotland,2008-01-12,,,1.67,9.0,Clachan Flats Wind Farm,3448.0,AMEC/ Border Winds,
9.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,-0.17192985097202,52.55796311036476,Cambridgeshire,PE7 2PG,"McCain's Food, Funtham's Lane, Whittlesey, Peterborough",Eastern,England,2008-03-09,,,3.0,3.0,Whittlesey,3021.0,REG Windpower (previously Cornwall Light and Power),
30.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-3.65056235250957,55.18409720300755,Dumfries and Galloway,,Nr village of DalswintonDumfries,Scotland,Scotland,2008-03-15,,,2.0,15.0,Dalswinton,4520.0,Airtricity Scotland,
54.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.62840012689787,54.19027968134249,Co. Fermanagh,,Slieve RushenDerrylinFermanagh,Northern Ireland,Northern Ireland,2008-04-15,,,3.0,18.0,Slieve Rushen Extension,4504.0,,
16.0,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,0.06903846530694,53.42328010626148,Lincolnshire,,"Fen Farm, Fen Lane, Conisholme, South Lincolnshire",East Midlands,England,2008-04-17,,,0.8,20.0,Fen Farm,3449.0,Ecotricity,
16.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE2,UKE22,-1.64957522478731,53.99903607537046,North Yorkshire,,"Land between Skipton Road and Penny Pot Lane, Selliscliffe, Harrogate",Yorkshire and Humber,England,2008-04-22,,,2.0,8.0,Knabs Ridge Windfarm,3147.0,RWE npower,
9.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.4265393575127,54.70503444360211,Co. Tyrone,,"Bessy Bell Moutain, 5km south of Newtownstewart, 17km south of Strabane and 9km northwest of Omagh",Northern Ireland,Northern Ireland,2008-04-24,,,1.3,6.0,Bessy Bell Extension,3168.0,Bessy Bell Windfarm,
14.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.39690592671594,54.66358091599728,Durham,,Sedgefield,North East,England,2008-05-15,,,2.0,7.0,Walkway,3606.0,Wind Prospect,
47.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.05880497200541,58.04040250912604,Highland,,"Rogart, Sutherland(former Strath Brora Site)",Scotland,Scotland,2008-06-14,,,2.5,19.0,Kilbraur Windfarm,3202.0,Renewable Development Company (RDC),
2.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK2,UKK23,-2.58343995549264,51.25436934593599,Somerset,,"Shooters Bottom, Chewton Mendip,",South West,England,2008-06-16,,,2.0,1.0,Shooters Bottom Wind Park,3161.0,Ecotricity,
1.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.00910118787807,57.58764010154498,Grampian,,North RedbogStrichenAberdeenshireAB43 6RQ,Scotland,Scotland,2008-06-23,,,0.8,2.0,North Red Bog,2965.0,Green Cat Renewables,
5.2,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.75752823269238,54.76369119218648,Durham,,"High Hedley Farm, Tow Law, Bishop Auckland, County Durham",North East,England,2008-06-25,,,1.3,4.0,High Hedley Hope 2 (Extension),3290.0,EDF Energy,
40.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.88364135370662,57.15522738281732,Highland,,Millennium Windfarmon The Achlain and Invergarry amd Aberchalder EstatesGlengarry InvergarryInverness-Shire(nr Glen MoristonFort Augustus),Scotland,Scotland,2008-07-15,,,2.5,16.0,Millennium Windfarm,4682.0,Renewable Development Company (RDC) Scotland (Ltd) for FALCK RENEWABLES,
12.0,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,0.10677777084332,52.83616808552937,Lincolnshire,,Gedney MarshGedney Drove EndLincolnshire,East Midlands,England,2008-07-15,,,2.0,6.0,Gedney Marsh,3133.0,Wind Prospect,
26.7,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF3,UKF30,-0.21781497556681,52.93794473098612,Lincolnshire,,"Bicker Fen, Bicker, Boston, Lincolnshire",East Midlands,England,2008-07-28,,,2.0,13.0,Bicker Fen,3128.0,Wind Prospect,
8.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.67579973956579,54.82373707450613,Durham,,"BurnhopeStandagainstall Plantation, Long Edge, Burnhope, County Durham",North East,England,2008-08-13,,,2.0,4.0,Langley Moor,3248.0,EDF Energy,
36.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-3.23201234046379,56.62224702251812,Tayside,,Drumderg HillNear AlythPerth,Scotland,Scotland,2008-09-11,,,2.3,16.0,Drumderg,4009.0,Scottish and Southern Energy (SSE),
27.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-3.66625766061883,56.24923157826881,Tayside,,"Land at Green Knowes, by Glendevon",Scotland,Scotland,2008-09-29,,,1.5,18.0,Green Knowes,3487.0,CRE Energy/ Scottish Power,
1.8,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,-0.10629748795805,52.44688817720107,Cambridgeshire,,Rear of Packing StationSt Mary's RoadRamseyCambs,Eastern,England,2008-09-30,,,1.8,1.0,Ramsey 1,3155.0,REG Windpower,
